"","X","age","agency1","agency2","agency3","agency4","agency5","agency6","agency7","artKnowledge","attCheck","controlQ1","controlQ2","controlQ3","controlQ4","controlQ5","controlQ6","csKnowledge","education","gender","img0","img0ChangedEval","img0FirstEval","img0LastEval","img1","img1ChangedEval","img1FirstEval","img1LastEval","img2","img2ChangedEval","img2FirstEval","img2LastEval","img3","img3ChangedEval","img3FirstEval","img3LastEval","img4","img4ChangedEval","img4FirstEval","img4LastEval","img5","img5ChangedEval","img5FirstEval","img5LastEval","img6","img6ChangedEval","img6FirstEval","img6LastEval","img7","img7ChangedEval","img7FirstEval","img7LastEval","img8","img8ChangedEval","img8FirstEval","img8LastEval","img9","img9ChangedEval","img9FirstEval","img9LastEval","income","moral1","moral2","moral3","moral4","moral5","moral6","patiency1","patiency2","patiency3","patiency4","patiency5","patiency6","patiency7","politics","previousStudy","priceTreatment","prolificId","race","sessionId","studyId","times","treatment","attCheckEnd","consentEnd","demographicsEnd","introEnd","study0End","study1End","study2End","studyEnd","openEnded","condition","agency1V","agency2V","agency3V","agency4V","agency5V","agency6V","agency7V","patiency1V","patiency2V","patiency3V","patiency4V","patiency5V","patiency6V","patiency7V","moral1V","moral2V","moral3V","moral4V","moral5V","moral6V","agencyV","patiencyV","moralV","artV","img0changeEvalTmp","img0initialEvalTmp","img0finalEvalTmp","img1changeEvalTmp","img1initialEvalTmp","img1finalEvalTmp","img2changeEvalTmp","img2initialEvalTmp","img2finalEvalTmp","img3changeEvalTmp","img3initialEvalTmp","img3finalEvalTmp","img4changeEvalTmp","img4initialEvalTmp","img4finalEvalTmp","img5changeEvalTmp","img5initialEvalTmp","img5finalEvalTmp","img6changeEvalTmp","img6initialEvalTmp","img6finalEvalTmp","img7changeEvalTmp","img7initialEvalTmp","img7finalEvalTmp","img8changeEvalTmp","img8initialEvalTmp","img8finalEvalTmp","img9changeEvalTmp","img9initialEvalTmp","img9finalEvalTmp","img8changeEvalV","img8initialEvalV","img8finalEvalV","img10changeEvalV","img10initialEvalV","img10finalEvalV","img3changeEvalV","img3initialEvalV","img3finalEvalV","img4changeEvalV","img4initialEvalV","img4finalEvalV","img5changeEvalV","img5initialEvalV","img5finalEvalV","img6changeEvalV","img6initialEvalV","img6finalEvalV","img1changeEvalV","img1initialEvalV","img1finalEvalV","img9changeEvalV","img9initialEvalV","img9finalEvalV","img7changeEvalV","img7initialEvalV","img7finalEvalV","img2changeEvalV","img2initialEvalV","img2finalEvalV","initEvalV","finalEvalV","changeEvalV","control1V","control2V","control3V","control4V","control5V","control6V","control","ageV"
"48",60,1982,"Moderately","Not at all","Extremely","Not at all","Slightly","Not at all","Extremely","No","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Yes","Bachelor's degree or lower","Male",6,"False",-1,500,7,"False",-1,700,3,"False",-1,800,2,"False",-1,700,8,"False",-1,700,10,"False",-1,200,5,"False",-1,500,4,"False",-1,700,1,"False",-1,800,9,"False",-1,800,"$40,000-$59,999","Not at all","Not at all","Extremely","Not at all","Extremely","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","Min","5c76f6b139448000013006a2","Caucasian","6059bc939371f35ba0a30ba3","605990fadf3c32e5e48028c8","{'attCheckEnd': 217328, 'consentEnd': 15668, 'demographicsEnd': 268445, 'introEnd': 33919, 'study0End': 145696, 'study1End': 177111, 'study2End': 187964, 'studyEnd': 206697}","post",217328,15668,268445,33919,145696,177111,187964,206697,"They were good examples of art","Min",3,0,4,0,1,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,1.33333333333333,0,1.33333333333333,2,0,500,500,0,700,700,0,800,800,0,700,700,0,700,700,0,200,200,0,500,500,0,700,700,0,800,800,0,800,800,0,700,700,0,200,200,0,800,800,0,700,700,0,500,500,0,500,500,0,800,800,0,800,800,0,700,700,0,700,700,640,640,0,0,0,1,1,0,0,0.333333333333333,39
"49",61,1997,"Somewhat","Slightly","Somewhat","Somewhat","Not at all","Slightly","Somewhat","No","Strongly Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","No","Bachelor's degree or lower","Female",1,"False",-1,2500,8,"False",-1,2900,6,"False",-1,900,5,"False",-1,1000,2,"False",-1,1700,9,"False",-1,3800,4,"False",-1,2700,3,"False",-1,1600,10,"False",-1,2400,7,"False",-1,1700,"More than $150,000","Not at all","Not at all","Not at all","Not at all","Somewhat","Somewhat","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","Mean","5c83394a3e93bf0001e143d6","Asian","605ab72331727a608b5d5df3","605990fadf3c32e5e48028c8","{'attCheckEnd': 326986, 'consentEnd': 155010, 'demographicsEnd': 371435, 'introEnd': 196870, 'study0End': 276870, 'study1End': 292109, 'study2End': 311043, 'studyEnd': 322403}","post",326986,155010,371435,196870,276870,292109,311043,322403,"","Median",2,1,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1.33333333333333,0,0.666666666666667,1,0,2500,2500,0,2900,2900,0,900,900,0,1000,1000,0,1700,1700,0,3800,3800,0,2700,2700,0,1600,1600,0,2400,2400,0,1700,1700,0,2900,2900,0,2400,2400,0,1600,1600,0,2700,2700,0,1000,1000,0,900,900,0,2500,2500,0,3800,3800,0,1700,1700,0,1700,1700,2120,2120,0,2,3,3,2,1,2,2.16666666666667,24
"50",62,1971,"Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Slightly","No","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neither Agree nor Disagree","No","Some college","Female",7,"False",-1,100,5,"False",-1,100,1,"False",-1,200,3,"False",-1,100,4,"False",-1,100,9,"False",-1,400,10,"False",-1,200,8,"False",-1,500,2,"False",-1,100,6,"False",-1,300,"Less than $20,000","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat liberal","No","Min","5c8ef4072a1b22000198f6bf","Caucasian","605ab7793089f081b8e953ae","605990fadf3c32e5e48028c8","{'attCheckEnd': 192094, 'consentEnd': 11140, 'demographicsEnd': 228087, 'introEnd': 24663, 'study0End': 137382, 'study1End': 157521, 'study2End': 170731, 'studyEnd': 182420}","post",192094,11140,228087,24663,137382,157521,170731,182420,"not very good","Min",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,100,100,0,100,100,0,200,200,0,100,100,0,100,100,0,400,400,0,200,200,0,500,500,0,100,100,0,300,300,0,500,500,0,200,200,0,100,100,0,100,100,0,100,100,0,300,300,0,200,200,0,400,400,0,100,100,0,100,100,210,210,0,2,2,0,0,0,2,1,50
"51",63,1971,"Not at all","Not at all","Somewhat","Extremely","Moderately","Not at all","Moderately","No","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","No","Bachelor's degree or lower","Male",6,"False",-1,5000,5,"False",-1,4400,3,"False",-1,4000,8,"False",-1,4200,1,"False",-1,4800,2,"False",-1,2200,9,"False",-1,3200,10,"False",-1,600,7,"False",-1,1500,4,"False",-1,2500,"$20,000-$39,999","Not at all","Not at all","Moderately","Somewhat","Slightly","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat liberal","No","Mean","5c91fc9c183fb70012f3510a","Caucasian","605ab73997ce1ae96c2729f4","605990fadf3c32e5e48028c8","{'attCheckEnd': 183551, 'consentEnd': 5296, 'demographicsEnd': 228292, 'introEnd': 24173, 'study0End': 111663, 'study1End': 139635, 'study2End': 150689, 'studyEnd': 172560}","post",183551,5296,228292,24173,111663,139635,150689,172560,"","Median",0,0,2,4,3,0,3,0,0,0,0,0,0,0,0,0,3,2,1,0,1.5,0,1,1.5,0,5000,5000,0,4400,4400,0,4000,4000,0,4200,4200,0,4800,4800,0,2200,2200,0,3200,3200,0,600,600,0,1500,1500,0,2500,2500,0,4200,4200,0,600,600,0,4000,4000,0,2500,2500,0,4400,4400,0,5000,5000,0,4800,4800,0,3200,3200,0,1500,1500,0,2200,2200,3240,3240,0,0,0,0,2,0,0,0.333333333333333,50
"52",64,1962,"Moderately","Not at all","Somewhat","Somewhat","Slightly","Somewhat","Slightly","No","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Yes","Graduate degree","Male",5,"False",-1,1500,6,"False",-1,900,3,"False",-1,300,4,"False",-1,1100,9,"False",-1,300,8,"False",-1,600,2,"False",-1,400,7,"False",-1,900,1,"False",-1,900,10,"False",-1,100,"$60,000-$79,999","Not at all","Not at all","Slightly","Somewhat","Somewhat","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Moderate","No","Min","5c9e65d52707e10001a00524","Caucasian","605ab7b4506ee3c8725f3dab","605990fadf3c32e5e48028c8","{'attCheckEnd': 286977, 'consentEnd': 11601, 'demographicsEnd': 334455, 'introEnd': 30956, 'study0End': 195487, 'study1End': 252189, 'study2End': 263859, 'studyEnd': 277296}","post",286977,11601,334455,30956,195487,252189,263859,277296,"they were just ok","Min",3,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,1,2,2,0,1.66666666666667,0,0.833333333333333,0.5,0,1500,1500,0,900,900,0,300,300,0,1100,1100,0,300,300,0,600,600,0,400,400,0,900,900,0,900,900,0,100,100,0,600,600,0,100,100,0,300,300,0,1100,1100,0,1500,1500,0,900,900,0,900,900,0,300,300,0,900,900,0,400,400,700,700,0,0,1,2,3,0,0,1,59
"53",65,1993,"Slightly","Slightly","Somewhat","Somewhat","Not at all","Slightly","Slightly","No","Strongly Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","No","Bachelor's degree or lower","Female",9,"True",1000,4500,8,"True",2000,5000,2,"True",1000,4000,6,"True",7000,6000,3,"True",2000,5500,5,"True",8000,5000,7,"True",1000,5000,1,"True",2500,3000,4,"True",3000,4000,10,"True",5000,6000,"$40,000-$59,999","Not at all","Slightly","Somewhat","Slightly","Slightly","Slightly","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat","Liberal","No","Max","5cab6f4962c2a80001ca3efd","Caucasian","6059ba0da619423e1dab834b","605990fadf3c32e5e48028c8","{'attCheckEnd': 293391, 'consentEnd': 18140, 'demographicsEnd': 342576, 'introEnd': 46479, 'study0End': 199419, 'study1End': 233926, 'study2End': 257543, 'studyEnd': 282059}","post",293391,18140,342576,46479,199419,233926,257543,282059,"The images looked like they were real paintings by classical painters who had years of experience. They did not look like they were created by the AI program. ","Max",1,1,2,2,0,1,1,0,0,0,0,0,0,2,0,1,2,1,1,1,1.16666666666667,0,1,1.5,3500,1000,4500,3000,2000,5000,3000,1000,4000,-1000,7000,6000,3500,2000,5500,-3000,8000,5000,4000,1000,5000,500,2500,3000,1000,3000,4000,1000,5000,6000,3000,2000,5000,1000,5000,6000,3500,2000,5500,1000,3000,4000,-3000,8000,5000,-1000,7000,6000,500,2500,3000,3500,1000,4500,4000,1000,5000,3000,1000,4000,3250,4800,1550,3,1,1,2,2,3,2,28
"54",66,1985,"Somewhat","Not at all","Not at all","Not at all","Moderately","Not at all","Not at all","Yes","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","No","Bachelor's degree or lower","Female",4,"True",6500,4600,8,"True",1300,3100,3,"False",1300,6400,5,"False",1300,5000,6,"False",1300,6000,10,"True",3000,5000,1,"True",6000,4000,9,"False",6000,5000,2,"False",6000,3500,7,"True",2300,3200,"$20,000-$39,999","Not at all","Not at all","Not at all","Not at all","Extremely","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat liberal","No","Max","5cbe04b4f429ff00159de30e","African American","605ab7fd4dcdebf2e2155a90","605990fadf3c32e5e48028c8","{'attCheckEnd': 447663, 'consentEnd': 31528, 'demographicsEnd': 649387, 'introEnd': 92676, 'study0End': 293068, 'study1End': 327819, 'study2End': 382953, 'studyEnd': 427210}","post",447663,31528,649387,92676,293068,327819,382953,427210,"I thought the images were made by a person","Max",2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.833333333333333,0,0.666666666666667,0,-1900,6500,4600,1800,1300,3100,0,6400,6400,0,5000,5000,0,6000,6000,2000,3000,5000,-2000,6000,4000,0,5000,5000,0,3500,3500,900,2300,3200,1800,1300,3100,2000,3000,5000,0,6400,6400,-1900,6500,4600,0,5000,5000,0,6000,6000,-2000,6000,4000,0,5000,5000,900,2300,3200,0,3500,3500,4500,4580,80,0,0,0,0,0,0,0,36
"55",67,1968,"Slightly","Not at all","Somewhat","Moderately","Slightly","Slightly","Moderately","No","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Yes","Graduate degree","Male",6,"True",500,1500,2,"False",500,1000,9,"False",500,1500,8,"False",500,1300,10,"False",500,2000,3,"False",500,2000,1,"True",7200,5000,5,"False",7200,1500,7,"False",7200,5000,4,"False",7200,1000,"$60,000-$79,999","Not at all","Not at all","Moderately","Not at all","Slightly","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","Max","5cc020d5159f790017bee28b","Caucasian","6059b53169906e56e5bbc4ed","605990fadf3c32e5e48028c8","{'attCheckEnd': 461060, 'consentEnd': 21852, 'demographicsEnd': 997770, 'introEnd': 66422, 'study0End': 311772, 'study1End': 354210, 'study2End': 378925, 'studyEnd': 440935}","post",461060,21852,997770,66422,311772,354210,378925,440935,"I liked them","Max",1,0,2,3,1,1,3,0,0,0,0,0,0,0,0,0,3,0,1,0,1.33333333333333,0,0.666666666666667,1.5,1000,500,1500,0,1000,1000,0,1500,1500,0,1300,1300,0,2000,2000,0,2000,2000,-2200,7200,5000,0,1500,1500,0,5000,5000,0,1000,1000,0,1300,1300,0,2000,2000,0,2000,2000,0,1000,1000,0,1500,1500,1000,500,1500,-2200,7200,5000,0,1500,1500,0,5000,5000,0,1000,1000,2300,2180,-120,1,1,0,3,0,0,0.833333333333333,53
"56",69,1999,"Not at all","Not at all","Slightly","Somewhat","Slightly","Somewhat","Extremely","No","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree","No","Some college","Female",1,"False",-1,500,10,"False",-1,700,9,"False",-1,2000,5,"False",-1,800,2,"False",-1,1200,3,"False",-1,1600,4,"False",-1,900,8,"False",-1,2500,6,"False",-1,900,7,"False",-1,100,"Less than $20,000","Not at all","Not at all","Slightly","Not at all","Slightly","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Slightly","Somewhat liberal","No","Mean","5d087641c393440019df7510","","6059ba65da7cbdb936dc965d","605990fadf3c32e5e48028c8","{'attCheckEnd': 231320, 'consentEnd': 19925, 'demographicsEnd': 270921, 'introEnd': 40152, 'study0End': 169862, 'study1End': 188779, 'study2End': 209411, 'studyEnd': 220512}","post",231320,19925,270921,40152,169862,188779,209411,220512,"Some of the art was really cool!! Reminds me of the PortraitAI app.","Median",0,0,1,2,1,2,4,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0.333333333333333,2.5,0,500,500,0,700,700,0,2000,2000,0,800,800,0,1200,1200,0,1600,1600,0,900,900,0,2500,2500,0,900,900,0,100,100,0,2500,2500,0,700,700,0,1600,1600,0,900,900,0,800,800,0,900,900,0,500,500,0,2000,2000,0,100,100,0,1200,1200,1120,1120,0,1,1,1,1,2,1,1.16666666666667,22
"57",70,1985,"Extremely","Not at all","Extremely","Not at all","Not at all","Extremely","Slightly","No","Strongly Agree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Yes","Some college","Male",4,"False",-1,200,7,"False",-1,200,2,"False",-1,800,3,"False",-1,400,9,"False",-1,100,10,"False",-1,600,1,"False",-1,200,8,"False",-1,100,5,"False",-1,100,6,"False",-1,100,"$60,000-$79,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","Mean","5d0c46b3dff7d70019e6dda7","Caucasian","605ab7c43f778db699e58f72","605990fadf3c32e5e48028c8","{'attCheckEnd': 277171, 'consentEnd': 7482, 'demographicsEnd': 347637, 'introEnd': 56228, 'study0End': 73507, 'study1End': 113482, 'study2End': 132746, 'studyEnd': 265603}","pre",277171,7482,347637,56228,73507,113482,132746,265603,"A lot of them look like paintings I've seen before or loose copies of them. When you say ""AI"" I think a marketing buzzword and not true AI and therefore does not truly think and does not need rights. If we're talking sci fi AI then my answer is different. ","Pre",4,0,4,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.5,0,200,200,0,200,200,0,800,800,0,400,400,0,100,100,0,600,600,0,200,200,0,100,100,0,100,100,0,100,100,0,100,100,0,600,600,0,400,400,0,200,200,0,100,100,0,100,100,0,200,200,0,100,100,0,200,200,0,800,800,280,280,0,0,3,0,0,0,0,0.5,36
"58",71,1976,"Moderately","Extremely","Extremely","Extremely","Extremely","Extremely","Somewhat","No","Strongly Agree","Strongly Agree","Strongly Disagree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","No","Some college","Female",3,"False",-1,4100,6,"False",-1,6100,8,"False",-1,3900,4,"True",1700,1700,9,"False",1700,1700,5,"False",1700,3300,1,"False",1700,4800,10,"False",1700,1100,7,"False",1700,1200,2,"False",1700,700,"$20,000-$39,999","Not at all","Not at all","Slightly","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat conservative","No","Mean","5d100e740277ff00152f7562","Caucasian","605ab838c9ca8b2893f406c0","605990fadf3c32e5e48028c8","{'attCheckEnd': 192987, 'consentEnd': 10769, 'demographicsEnd': 253043, 'introEnd': 47615, 'study0End': 63240, 'study1End': 82981, 'study2End': 104217, 'studyEnd': 182033}","pre",192987,10769,253043,47615,63240,82981,104217,182033,"They were scary good.","Pre",3,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3.83333333333333,0,0.166666666666667,1,0,4100,4100,0,6100,6100,0,3900,3900,0,1700,1700,0,1700,1700,0,3300,3300,0,4800,4800,0,1100,1100,0,1200,1200,0,700,700,0,3900,3900,0,1100,1100,0,4100,4100,0,1700,1700,0,3300,3300,0,6100,6100,0,4800,4800,0,1700,1700,0,1200,1200,0,700,700,2860,2860,0,4,0,3,4,4,4,3.16666666666667,45
"59",72,1984,"Extremely","Moderately","Extremely","Moderately","Moderately","Somewhat","Extremely","Yes","Strongly Disagree","Somewhat Agree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","No","Bachelor's degree or lower","Female",6,"False",-1,10000,9,"False",-1,1500,10,"False",-1,2900,4,"False",-1,3500,3,"False",-1,8200,1,"False",-1,10000,2,"False",-1,5500,5,"False",-1,8900,8,"False",-1,8300,7,"False",-1,6700,"More than $150,000","Not at all","Not at all","Somewhat","Not at all","Somewhat","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Moderately","Somewhat liberal","No","Min","5d1163e5e97b6700015d6b8e","Caucasian","6059b5f41ebeeb50b653ccee","605990fadf3c32e5e48028c8","{'attCheckEnd': 297567, 'consentEnd': 6647, 'demographicsEnd': 385142, 'introEnd': 22413, 'study0End': 185834, 'study1End': 219474, 'study2End': 247117, 'studyEnd': 282798}","post",297567,6647,385142,22413,185834,219474,247117,282798,"I thought that most of the images looked like some of the old master's works from a few hundred years ago. they didn't seem like modern art but I still found them to be really pretty.","Min",4,3,4,3,3,2,4,0,0,0,0,0,0,3,0,0,2,0,2,0,3.16666666666667,0,0.666666666666667,3.5,0,10000,10000,0,1500,1500,0,2900,2900,0,3500,3500,0,8200,8200,0,10000,10000,0,5500,5500,0,8900,8900,0,8300,8300,0,6700,6700,0,8300,8300,0,2900,2900,0,8200,8200,0,3500,3500,0,8900,8900,0,10000,10000,0,10000,10000,0,1500,1500,0,6700,6700,0,5500,5500,6550,6550,0,3,0,3,3,1,1,1.83333333333333,37
"60",73,1987,"Slightly","Slightly","Somewhat","Slightly","Somewhat","Slightly","Somewhat","Yes","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","No","Bachelor's degree or lower","Female",5,"False",-1,2500,10,"False",-1,2300,3,"False",-1,400,4,"False",-1,300,7,"False",-1,800,2,"False",-1,1100,1,"False",-1,1600,9,"False",-1,4000,8,"False",-1,2200,6,"False",-1,1300,"$80,000-$99,999","Not at all","Not at all","Slightly","Slightly","Not at all","Slightly","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Slightly","Somewhat liberal","No","Min","5d1355386ea950001a4fd4fe","Caucasian","605a976409d0e43cecc0a415","605990fadf3c32e5e48028c8","{'attCheckEnd': 536291, 'consentEnd': 31101, 'demographicsEnd': 602654, 'introEnd': 73855, 'study0End': 452935, 'study1End': 475330, 'study2End': 498652, 'studyEnd': 519412}","post",536291,31101,602654,73855,452935,475330,498652,519412,"If I didn't know any better I would think that these images would pass the Turing Test. Good luck with your research!","Min",1,1,2,1,2,1,2,0,0,0,0,0,0,1,0,0,1,1,0,1,1.33333333333333,0,0.5,1.5,0,2500,2500,0,2300,2300,0,400,400,0,300,300,0,800,800,0,1100,1100,0,1600,1600,0,4000,4000,0,2200,2200,0,1300,1300,0,2200,2200,0,2300,2300,0,400,400,0,300,300,0,2500,2500,0,1300,1300,0,1600,1600,0,4000,4000,0,800,800,0,1100,1100,1650,1650,0,0,1,0,1,0,1,0.5,34
"61",75,1984,"Moderately","Slightly","Not at all","Somewhat","Not at all","Somewhat","Extremely","No","Strongly Agree","Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","No","Some college","Female",9,"False",-1,5200,6,"False",-1,7000,2,"False",-1,1800,4,"False",-1,700,3,"False",-1,2800,10,"False",-1,0,5,"False",-1,700,8,"False",-1,1500,7,"False",-1,8500,1,"False",-1,6600,"$100,000-$150,000","Not at all","Not at all","Extremely","Somewhat","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","Mean","5d237d6a8fd6cc001aa7172a","Caucasian","605a97b23d14e02239115a0b","605990fadf3c32e5e48028c8","{'attCheckEnd': 176938, 'consentEnd': 2993, 'demographicsEnd': 222032, 'introEnd': 30004, 'study0End': 50719, 'study1End': 73742, 'study2End': 90040, 'studyEnd': 165701}","pre",176938,2993,222032,30004,50719,73742,90040,165701,"","Pre",3,1,0,2,0,2,4,0,0,0,0,0,0,0,0,0,4,2,0,0,1.33333333333333,0,1,2,0,5200,5200,0,7000,7000,0,1800,1800,0,700,700,0,2800,2800,0,0,0,0,700,700,0,1500,1500,0,8500,8500,0,6600,6600,0,1500,1500,0,0,0,0,2800,2800,0,700,700,0,700,700,0,7000,7000,0,6600,6600,0,5200,5200,0,8500,8500,0,1800,1800,3480,3480,0,0,2,0,2,0,0,0.666666666666667,37
"62",76,1997,"Extremely","Moderately","Moderately","Moderately","Somewhat","Moderately","Extremely","Yes","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","No","High school or lower","Female",7,"False",-1,100,8,"False",-1,200,3,"False",-1,500,1,"False",-1,300,5,"False",-1,400,6,"False",-1,400,10,"False",-1,200,9,"False",-1,500,4,"False",-1,400,2,"False",-1,100,"Less than $20,000","Extremely","Extremely","Moderately","Somewhat","Moderately","Extremely","Not at all","Slightly","Slightly","Slightly","Slightly","Not at all","Slightly","Somewhat liberal","No","Max","5d31b929b80d0a000185c7e6","Caucasian","605ab7922e941c5119ed98d4","605990fadf3c32e5e48028c8","{'attCheckEnd': 254571, 'consentEnd': 18930, 'demographicsEnd': 420322, 'introEnd': 44395, 'study0End': 155748, 'study1End': 185479, 'study2End': 218456, 'studyEnd': 242241}","post",254571,18930,420322,44395,155748,185479,218456,242241,"The images were actually quite good. I think they definitely count as art. I actually feel a bit bad I chose such low values for most of them. The AI won't know how high/low we valued the artwork right? I don't want to make it feel bad. It was pretty good art and it's hard to believe an AI really made them","Max",4,3,3,3,2,3,4,0,1,1,1,1,0,1,4,4,3,2,3,4,3,0.666666666666667,3.33333333333333,2.5,0,100,100,0,200,200,0,500,500,0,300,300,0,400,400,0,400,400,0,200,200,0,500,500,0,400,400,0,100,100,0,200,200,0,200,200,0,500,500,0,400,400,0,400,400,0,400,400,0,300,300,0,500,500,0,100,100,0,100,100,310,310,0,0,0,0,0,0,0,0,24
"63",77,1994,"Moderately","Somewhat","Moderately","Extremely","Somewhat","Somewhat","Moderately","No","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Yes","Graduate degree","Female",7,"False",-1,400,6,"False",-1,3400,1,"False",-1,4100,9,"False",-1,3300,8,"False",-1,3300,3,"False",-1,2700,5,"False",-1,2000,2,"False",-1,2000,10,"False",-1,2000,4,"False",-1,1300,"Less than $20,000","Somewhat","Somewhat","Somewhat","Moderately","Moderately","Slightly","Not at all","Slightly","Slightly","Slightly","Slightly","Slightly","Slightly","Moderate","No","Mean","5d33ff76f665c6001ab9aa1e","Caucasian","6059b5f04988783de91736a9","605990fadf3c32e5e48028c8","{'attCheckEnd': 189362, 'consentEnd': 3814, 'demographicsEnd': 263827, 'introEnd': 24408, 'study0End': 106864, 'study1End': 123568, 'study2End': 146402, 'studyEnd': 162658}","post",189362,3814,263827,24408,106864,123568,146402,162658,"no","Median",3,2,3,4,2,2,3,0,1,1,1,1,1,1,2,2,2,3,3,1,2.66666666666667,0.833333333333333,2.16666666666667,2,0,400,400,0,3400,3400,0,4100,4100,0,3300,3300,0,3300,3300,0,2700,2700,0,2000,2000,0,2000,2000,0,2000,2000,0,1300,1300,0,3300,3300,0,2000,2000,0,2700,2700,0,1300,1300,0,2000,2000,0,3400,3400,0,4100,4100,0,3300,3300,0,400,400,0,2000,2000,2450,2450,0,0,0,2,2,1,2,1.16666666666667,27
