"","X","age","agency1","agency2","agency3","agency4","agency5","agency6","agency7","artKnowledge","attCheck","controlQ1","controlQ2","controlQ3","controlQ4","controlQ5","controlQ6","csKnowledge","education","gender","img0","img0Eval","img1","img1Eval","img2","img2Eval","img3","img3Eval","img4","img4Eval","img5","img5Eval","img6","img6Eval","img7","img7Eval","img8","img8Eval","img9","img9Eval","income","patiency1","patiency2","patiency3","patiency4","patiency5","patiency6","patiency7","politics","previousStudy","prolificId","race","sessionId","studyId","times","treatment","attCheckEnd","consentEnd","demographicsEnd","introEnd","study0End","studyEnd","openEnded","agency1V","agency2V","agency3V","agency4V","agency5V","agency6V","agency7V","agencyV","patiency1V","patiency2V","patiency3V","patiency4V","patiency5V","patiency6V","patiency7V","patiencyV","img10EvalV","img1EvalV","img7EvalV","img5EvalV","img8EvalV","img6EvalV","img9EvalV","img2EvalV","img3EvalV","img4EvalV","evalV","control1V","control2V","control3V","control4V","control5V","control6V","control","ageV"
"109",123,1999,"Somewhat","Not at all","Extremely","Moderately","Somewhat","Moderately","Moderately",1,"Strongly Disagree","Somewhat Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree",0,"Some college","Non-binary",5,300,9,600,7,200,4,100,3,0,1,600,6,100,10,600,8,200,2,300,"$40,000-$59,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","5f5ec0c28c844c784bf02089","Caucasian","605041c972c01dc0ae5bdb4c","605012aa337705b7329e7998","{'attCheckEnd': 195283, 'consentEnd': 15438, 'demographicsEnd': 262289, 'introEnd': 43084, 'study0End': 121774, 'studyEnd': 174915}","post",195283,15438,262289,43084,121774,174915,"",2,0,4,3,2,3,3,2.33333333333333,0,0,0,0,0,0,0,0,600,600,200,300,200,100,600,300,0,100,300,1,2,2,2,1,2,1.66666666666667,22
"110",125,1980,"Somewhat","Somewhat","Moderately","Somewhat","Somewhat","Somewhat","Moderately",0,"Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree",0,"Associate degree or lower","Male",5,1000,10,1500,1,5000,7,7500,4,1000,6,2500,8,4500,9,8500,2,8000,3,6000,"$40,000-$59,999","Not at all","Not at all","Not at all","Not at all","Slightly","Not at all","Somewhat","Somewhat conservative","No","5f6aeca089611c1b711c62bb","Caucasian","605040d19380e2e7b6d0ee9a","605012aa337705b7329e7998","{'attCheckEnd': 173222, 'consentEnd': 18895, 'demographicsEnd': 331522, 'introEnd': 43247, 'study0End': 121692, 'studyEnd': 160572}","post",173222,18895,331522,43247,121692,160572,"I liked the images in the survey.  They had  good colors and meaning to them.",2,2,3,2,2,2,3,2.16666666666667,0,0,0,0,1,0,2,0.166666666666667,1500,5000,7500,1000,4500,2500,8500,8000,6000,1000,4550,1,1,3,3,3,3,2.33333333333333,41
"111",126,1993,"Slightly","Somewhat","Moderately","Moderately","Not at all","Somewhat","Extremely",0,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Strongly Disagree","Somewhat Agree",0,"Bachelor's degree or lower","Female",7,5100,2,6600,5,8000,10,4800,8,7000,9,7800,1,8500,4,6000,3,4200,6,7000,"$60,000-$79,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat","Moderate","No","5f6bc8e8a9a9b4134c8719b4","Caucasian","60504f380b14400dd760ee98","605012aa337705b7329e7998","{'attCheckEnd': 260056, 'consentEnd': 12529, 'demographicsEnd': 331974, 'introEnd': 35318, 'study0End': 184139, 'studyEnd': 245130}","post",260056,12529,331974,35318,184139,245130,"they wee surprisingly beautiful and seemed to have artistic depth",1,2,3,3,0,2,4,1.83333333333333,0,0,0,0,0,0,2,0,4800,8500,5100,8000,7000,7000,7800,6600,4200,6000,6500,0,0,3,3,0,3,1.5,28
"112",127,1966,"Slightly","Slightly","Not at all","Slightly","Not at all","Not at all","Moderately",0,"Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",1,"Bachelor's degree or lower","Non-binary",9,100,10,100,5,200,6,100,8,100,4,300,3,500,7,0,2,100,1,100,"$100,000-$150,000","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","5f6f96353e0a7553f09ed368","African American","60501f8c3fe97ab27032398c","605012aa337705b7329e7998","{'attCheckEnd': 199095, 'consentEnd': 15813, 'demographicsEnd': 255191, 'introEnd': 35467, 'study0End': 76151, 'studyEnd': 191842}","pre",199095,15813,255191,35467,76151,191842,"they were neat, but a lot seemed like things i could get from a generic department store, or things i wouldnt really be interested in buying. several i would have paid $10-$20, but my lowest option was $100. So having more options between 0-100 would have been better.",1,1,0,1,0,0,3,0.5,0,0,0,0,0,0,0,0,100,100,0,200,100,100,100,100,500,300,160,0,0,0,0,0,0,0,55
"113",128,2002,"Somewhat","Not at all","Not at all","Somewhat","Somewhat","Somewhat","Somewhat",0,"Strongly Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree",0,"Some college","Female",9,6300,8,5500,5,7800,7,4100,1,6700,4,7700,6,9500,3,4600,10,6700,2,5800,"$60,000-$79,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat","Somewhat liberal","No","5f810b88592c911b7d9accef","Asian","605040bb005e88a3d208cce7","605012aa337705b7329e7998","{'attCheckEnd': 182652, 'consentEnd': 18968, 'demographicsEnd': 213761, 'introEnd': 65565, 'study0End': 148480, 'studyEnd': 175363}","post",182652,18968,213761,65565,148480,175363,"I thought that the images of people were unsettling, but it does look like it would be famous art from the past.",2,0,0,2,2,2,2,1.33333333333333,0,0,0,0,0,0,2,0,6700,6700,4100,7800,5500,9500,6300,5800,4600,7700,6470,2,3,3,2,2,1,2.16666666666667,19
"114",130,1998,"Moderately","Somewhat","Slightly","Moderately","Slightly","Not at all","Moderately",0,"Strongly Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree",0,"Bachelor's degree or lower","Female",9,5400,5,5900,4,5600,1,6200,8,6500,3,6200,7,4900,6,6500,2,4700,10,4700,"$100,000-$150,000","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat liberal","No","5f8e03968567d61b872b3567","Asian","60501f06c84d897698e78cad","605012aa337705b7329e7998","{'attCheckEnd': 135597, 'consentEnd': 4260, 'demographicsEnd': 189712, 'introEnd': 17125, 'study0End': 90313, 'studyEnd': 126020}","post",135597,4260,189712,17125,90313,126020,"",3,2,1,3,1,0,3,1.66666666666667,0,0,0,0,0,0,0,0,4700,6200,4900,5900,6500,6500,5400,4700,6200,5600,5660,0,1,1,1,0,1,0.666666666666667,23
"115",132,1997,"Somewhat","Moderately","Extremely","Extremely","Slightly","Extremely","Moderately",0,"Strongly Agree","Strongly Disagree","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree",1,"Bachelor's degree or lower","Male",10,1600,4,1600,7,100,1,900,5,1300,3,1000,9,6300,2,700,6,2900,8,9000,"$40,000-$59,999","Not at all","Somewhat","Not at all","Not at all","Not at all","Not at all","Somewhat","Moderate","No","5f9664e2f8e034530e22fa87","Asian","60502f3c19d8ab8bdb28e94e","605012aa337705b7329e7998","{'attCheckEnd': 92610, 'consentEnd': 3267, 'demographicsEnd': 152868, 'introEnd': 14007, 'study0End': 41804, 'studyEnd': 84581}","pre",92610,3267,152868,14007,41804,84581,"",2,3,4,4,1,4,3,3,0,2,0,0,0,0,2,0.333333333333333,1600,900,100,1300,9000,2900,6300,700,1000,1600,2540,0,0,2,2,0,0,0.666666666666667,24
"116",134,1996,"Moderately","Extremely","Moderately","Extremely","Moderately","Extremely","Extremely",0,"Strongly Disagree","Neither Agree nor Disagree","Somewhat Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Neither Agree nor Disagree",0,"Bachelor's degree or lower","Female",4,2900,1,4400,2,6500,5,6200,7,800,6,4500,10,7700,8,8000,9,7900,3,6200,"$20,000-$39,999","Slightly","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Extremely","Moderate","No","5fb08627e0d53d48e85ca70e","Caucasian","6050322c44782f2452204921","605012aa337705b7329e7998","{'attCheckEnd': 238750, 'consentEnd': 15997, 'demographicsEnd': 315498, 'introEnd': 99187, 'study0End': 176863, 'studyEnd': 226149}","post",238750,15997,315498,99187,176863,226149,"I thought they were interesting. I enjoyed the ones of nature more than the portraits, but they were good paintings and I could tell they were well done.",3,4,3,4,3,4,4,3.5,1,2,2,2,2,2,4,1.83333333333333,7700,4400,800,6200,8000,4500,7900,6500,6200,2900,5510,2,3,4,3,4,2,3,25
"117",135,1990,"Extremely","Slightly","Not at all","Extremely","Moderately","Not at all","Moderately",0,"Strongly Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree",1,"Graduate degree","Male",10,7200,8,2900,7,1500,4,3500,1,4600,2,4300,5,10000,6,5400,3,4000,9,10000,"More than $150,000","Somewhat","Extremely","Not at all","Not at all","Not at all","Not at all","Slightly","Conservative","No","5fbcbc8b0f26161909a384f8","Caucasian","60504167d59f96f32844e501","605012aa337705b7329e7998","{'attCheckEnd': 369645, 'consentEnd': 56729, 'demographicsEnd': 515628, 'introEnd': 110129, 'study0End': 232242, 'studyEnd': 346046}","pre",369645,56729,515628,110129,232242,346046,"They are good",4,1,0,4,3,0,3,2,2,4,0,0,0,0,1,1,7200,4600,1500,10000,2900,5400,10000,4300,4000,3500,5340,2,2,2,2,1,2,1.83333333333333,31
"118",136,1982,"Extremely","Extremely","Extremely","Extremely","Extremely","Extremely","Somewhat",0,"Strongly Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree",0,"High school or lower","Male",10,100,4,100,3,100,5,100,6,100,7,100,2,100,1,100,9,100,8,100,"$60,000-$79,999","Extremely","Extremely","Extremely","Extremely","Extremely","Extremely","Extremely","Liberal","No","5fbdcc31ba05ae2260106c9c","Caucasian","605041e0f924106e85c97182","605012aa337705b7329e7998","{'attCheckEnd': 162963, 'consentEnd': 12380, 'demographicsEnd': 215568, 'introEnd': 39525, 'study0End': 102685, 'studyEnd': 150138}","post",162963,12380,215568,39525,102685,150138,"Very impressive images. You can really get in your own head when thinking about if AI is making real art or not.",4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,100,100,100,100,100,100,100,100,100,100,100,2,1,1,2,1,2,1.5,39
"119",137,2000,"Not at all","Slightly","Somewhat","Somewhat","Not at all","Not at all","Somewhat",0,"Strongly Disagree","Somewhat Disagree","Neither Agree nor Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree",0,"Some college","Male",7,500,5,2500,8,2200,2,2000,3,1700,4,1900,9,1700,10,1800,1,2900,6,1700,"$20,000-$39,999","Not at all","Not at all","Not at all","Slightly","Slightly","Slightly","Slightly","Somewhat liberal","No","5fca802b64514e69a4eb2652","Caucasian","60504113187b1f6fe305f3f3","605012aa337705b7329e7998","{'attCheckEnd': 162275, 'consentEnd': 11050, 'demographicsEnd': 233923, 'introEnd': 38498, 'study0End': 113524, 'studyEnd': 147587}","post",162275,11050,233923,38498,113524,147587,"",0,1,2,2,0,0,2,0.833333333333333,0,0,0,1,1,1,1,0.5,1800,2900,500,2500,2200,1700,1700,2000,1700,1900,1890,1,2,0,1,0,0,0.666666666666667,21
"120",138,1966,"Somewhat","Not at all","Somewhat","Not at all","Slightly","Not at all","Somewhat",0,"Strongly Disagree","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree",1,"Graduate degree","Female",10,400,4,500,6,1200,3,200,7,2500,1,3500,8,4200,5,400,9,900,2,2300,"$40,000-$59,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Conservative","No","5fd43da30be3161b9a3ec2d6","Caucasian","605030624a961ef63f8853b0","605012aa337705b7329e7998","{'attCheckEnd': 400170, 'consentEnd': 33716, 'demographicsEnd': 506664, 'introEnd': 70440, 'study0End': 331127, 'studyEnd': 379285}","post",400170,33716,506664,70440,331127,379285,"Most were pretty good, but all had some kind of error or something unusual.  Though it might be fun art to have, it would not be worth a huge amount of money to me.",2,0,2,0,1,0,2,0.833333333333333,0,0,0,0,0,0,0,0,400,3500,2500,400,4200,1200,900,2300,200,500,1610,3,0,1,3,1,1,1.5,55
"121",139,1998,"Moderately","Slightly","Somewhat","Moderately","Somewhat","Extremely","Somewhat",1,"Strongly Agree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Somewhat Disagree",0,"High school or lower","Male",3,400,7,100,9,1000,8,1500,5,2000,6,1000,1,4900,10,1300,2,1100,4,2000,"Less than $20,000","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Slightly","Liberal","No","5fda8fb68676a773fb103a75","Caucasian","6050421b831764905bd673e7","605012aa337705b7329e7998","{'attCheckEnd': 372968, 'consentEnd': 4421, 'demographicsEnd': 500762, 'introEnd': 17618, 'study0End': 62473, 'studyEnd': 356605}","pre",372968,4421,500762,17618,62473,356605,"I actually liked a lot of these images and would pay to own them. Bot thousands of dollars though. Some were very pretty and mimic the styles of real artists very acurately.",3,1,2,3,2,4,2,2.5,0,0,0,0,0,0,1,0,1300,4900,100,2000,1500,1000,1000,1100,400,2000,1530,1,0,1,3,0,1,1,23
"122",140,1999,"Extremely","Moderately","Somewhat","Extremely","Somewhat","Extremely","Somewhat",0,"Strongly Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree",1,"Some college","Female",4,8600,2,4300,10,8400,3,2800,6,7600,1,6200,9,8300,7,5300,8,4800,5,8900,"$100,000-$150,000","Not at all","Slightly","Slightly","Somewhat","Somewhat","Somewhat","Slightly","Somewhat liberal","No","5fdef796c392156f78271e97","Asian","605030fca2721070ab2cc7c2","605012aa337705b7329e7998","{'attCheckEnd': 103827, 'consentEnd': 1687, 'demographicsEnd': 136013, 'introEnd': 13109, 'study0End': 50103, 'studyEnd': 98290}","pre",103827,1687,136013,13109,50103,98290,"All of the paintings were really impressive and seemed expensive",4,3,2,4,2,4,2,3.16666666666667,0,1,1,2,2,2,1,1.33333333333333,8400,6200,5300,8900,4800,7600,8300,4300,2800,8600,6520,3,1,3,3,3,3,2.66666666666667,22
"123",141,2002,"Moderately","Somewhat","Somewhat","Moderately","Somewhat","Somewhat","Extremely",1,"Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Strongly Disagree","Neither Agree nor Disagree",1,"Associate degree or lower","Male",10,4000,7,400,9,3000,1,7500,8,7500,4,4500,3,2000,6,3000,2,1500,5,3500,"$100,000-$150,000","Slightly","Slightly","Not at all","Slightly","Slightly","Not at all","Moderately","Liberal","No","5fe33b2f46872ef2fb28db7b","Asian","605041e414abd49354d46826","605012aa337705b7329e7998","{'attCheckEnd': 366553, 'consentEnd': 19148, 'demographicsEnd': 414114, 'introEnd': 61709, 'study0End': 328716, 'studyEnd': 357530}","post",366553,19148,414114,61709,328716,357530,"I found them to be quite beautiful and I liked them, especially some of the landscape ones. I would have thought they were made by famous painters.",3,2,2,3,2,2,4,2.33333333333333,1,1,0,1,1,0,3,0.666666666666667,4000,7500,400,3500,7500,3000,3000,1500,2000,4500,3690,1,1,3,3,0,2,1.66666666666667,19
"124",142,2000,"Moderately","Somewhat","Slightly","Extremely","Extremely","Extremely","Somewhat",0,"Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",1,"Some college","Male",4,2500,6,4000,5,3000,1,1200,3,600,2,400,8,1600,7,200,9,800,10,400,"$80,000-$99,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Slightly","Moderate","No","5febb30450a719c947d89794","Caucasian","6050413ebf5dccc82ae2b1ac","605012aa337705b7329e7998","{'attCheckEnd': 155020, 'consentEnd': 21195, 'demographicsEnd': 199830, 'introEnd': 44221, 'study0End': 76092, 'studyEnd': 141126}","pre",155020,21195,199830,44221,76092,141126,"",3,2,1,4,4,4,2,3,0,0,0,0,0,0,1,0,400,1200,200,3000,1600,4000,800,400,600,2500,1470,0,0,0,0,0,0,0,21
"125",143,1984,"Slightly","Slightly","Moderately","Slightly","Somewhat","Slightly","Slightly",0,"Strongly Agree","Somewhat Disagree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree",0,"Some college","Male",8,500,5,800,9,1500,10,900,7,1200,1,2500,4,1700,3,2000,2,2800,6,3000,"$60,000-$79,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Slightly","Somewhat liberal","No","5fecf986b890b1a4fe967c61","Caucasian","60502f26164db4372ba0cdd9","605012aa337705b7329e7998","{'attCheckEnd': 212652, 'consentEnd': 3117, 'demographicsEnd': 264391, 'introEnd': 24667, 'study0End': 70275, 'studyEnd': 204760}","pre",212652,3117,264391,24667,70275,204760,"",1,1,3,1,2,1,1,1.5,0,0,0,0,0,0,1,0,900,2500,1200,800,500,3000,1500,2800,2000,1700,1690,1,0,3,3,1,3,1.83333333333333,37
"126",144,1975,"Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat",1,"Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",1,"Bachelor's degree or lower","Male",1,5900,5,5000,6,3000,3,4000,9,7500,8,4800,7,2000,4,6700,2,2000,10,3000,"$80,000-$99,999","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Moderate","No","5ff1fbe2c392156b92609873","Caucasian","60501dbeee5e270743a618b3","605012aa337705b7329e7998","{'attCheckEnd': 519687, 'consentEnd': 77130, 'demographicsEnd': 563447, 'introEnd': 136597, 'study0End': 456662, 'studyEnd': 497982}","post",519687,77130,563447,136597,456662,497982,"Loved the subject, art, and using AI / Computers to work together.",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3000,5900,2000,5000,4800,3000,7500,2000,4000,6700,4390,2,2,2,2,2,2,2,46
"127",145,2001,"Moderately","Moderately","Moderately","Moderately","Slightly","Moderately","Moderately",1,"Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",0,"Some college","Female",9,2600,10,5100,6,5300,1,3600,2,3900,3,2800,5,4600,8,7300,4,4200,7,9400,"$20,000-$39,999","Not at all","Slightly","Slightly","Slightly","Slightly","Slightly","Slightly","Somewhat liberal","No","5ff2b2ae46872e7847902356","Asian","605040df4c59ccb7564de2c5","605012aa337705b7329e7998","{'attCheckEnd': 152811, 'consentEnd': 19854, 'demographicsEnd': 194727, 'introEnd': 63932, 'study0End': 117793, 'studyEnd': 145522}","post",152811,19854,194727,63932,117793,145522,"",3,3,3,3,1,3,3,2.66666666666667,0,1,1,1,1,1,1,0.833333333333333,5100,3600,9400,4600,7300,5300,2600,3900,2800,4200,4880,2,2,3,1,1,1,1.66666666666667,20
"128",146,1991,"Somewhat","Somewhat","Not at all","Extremely","Not at all","Moderately","Moderately",0,"Strongly Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Neither Agree nor Disagree","Strongly Agree","Somewhat Agree",0,"Graduate degree","Female",4,3900,1,7500,7,1500,10,2700,6,3000,5,2400,9,1600,3,1700,2,400,8,700,"$20,000-$39,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","5ffb6a7ad424e65d160a44ea","Asian","6050410a4c59ccb7564de2c6","605012aa337705b7329e7998","{'attCheckEnd': 235290, 'consentEnd': 13070, 'demographicsEnd': 279995, 'introEnd': 65490, 'study0End': 115931, 'studyEnd': 222747}","pre",235290,13070,279995,65490,115931,222747,"",2,2,0,4,0,3,3,1.83333333333333,0,0,0,0,0,0,0,0,2700,7500,1500,2400,700,3000,1600,400,1700,3900,2540,3,1,3,2,4,3,2.66666666666667,30
"129",148,2000,"Slightly","Somewhat","Slightly","Somewhat","Slightly","Slightly","Moderately",0,"Strongly Disagree","Strongly Agree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree",0,"Associate degree or lower","Male",6,4000,7,4200,8,6300,3,1300,4,4200,10,4500,5,4400,9,5800,2,6700,1,7700,"$60,000-$79,999","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat liberal","No","600309c2282af236dc94ee2c","Asian","60504162ef10cfb150b69b8d","605012aa337705b7329e7998","{'attCheckEnd': 92671, 'consentEnd': 1541, 'demographicsEnd': 121199, 'introEnd': 21172, 'study0End': 64931, 'studyEnd': 85236}","post",92671,1541,121199,21172,64931,85236,"",1,2,1,2,1,1,3,1.33333333333333,2,2,2,2,2,2,2,2,4500,7700,4200,4400,6300,4000,5800,6700,1300,4200,4910,4,1,2,3,3,3,2.66666666666667,21
"130",149,1992,"Slightly","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Extremely",0,"Strongly Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree",0,"Bachelor's degree or lower","Male",8,300,4,6500,10,500,3,7500,2,1500,1,9000,9,700,7,5000,5,7500,6,2000,"More than $150,000","Not at all","Not at all","Not at all","Not at all","Somewhat","Not at all","Somewhat","Liberal","No","60068b57045d7d25d9fb1fb0","Other","605055367e45e293dc23264e","605012aa337705b7329e7998","{'attCheckEnd': 259363, 'consentEnd': 6237, 'demographicsEnd': 306881, 'introEnd': 26786, 'study0End': 218632, 'studyEnd': 249169}","post",259363,6237,306881,26786,218632,249169,"",1,2,2,2,2,2,4,1.83333333333333,0,0,0,0,2,0,2,0.333333333333333,500,9000,5000,7500,300,2000,700,1500,7500,6500,4050,3,1,3,2,3,3,2.5,29
"131",150,1991,"Moderately","Moderately","Moderately","Extremely","Moderately","Somewhat","Moderately",0,"Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree",0,"Associate degree or lower","Male",2,200,10,700,7,100,4,300,3,500,8,2800,9,400,1,5200,5,2100,6,1000,"$80,000-$99,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Moderately","Liberal","No","600735ac42969f1dbea8a16f","Caucasian","605041566de49b1253ffb71d","605012aa337705b7329e7998","{'attCheckEnd': 125712, 'consentEnd': 3146, 'demographicsEnd': 172132, 'introEnd': 19980, 'study0End': 65539, 'studyEnd': 115988}","pre",125712,3146,172132,19980,65539,115988,"Had not seen most of the images before, enjoyed the survey.",3,3,3,4,3,2,3,3,0,0,0,0,0,0,3,0,700,5200,100,2100,2800,1000,400,200,500,300,1330,0,0,0,1,0,1,0.333333333333333,30
"132",151,1999,"Moderately","Slightly","Extremely","Extremely","Not at all","Extremely","Somewhat",0,"Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",1,"High school or lower","Male",7,300,6,500,1,900,4,100,8,1300,5,300,2,1100,3,1500,10,100,9,1800,"Less than $20,000","Not at all","Slightly","Not at all","Somewhat","Not at all","Slightly","Slightly","Moderate","No","600a74055f76dc1a858efe06","Caucasian","6050422844b7da3b20495348","605012aa337705b7329e7998","{'attCheckEnd': 164126, 'consentEnd': 27947, 'demographicsEnd': 220929, 'introEnd': 56819, 'study0End': 88453, 'studyEnd': 149059}","pre",164126,27947,220929,56819,88453,149059,"Faces were hideous, but the scenery was very pretty",3,1,4,4,0,4,2,2.66666666666667,0,1,0,2,0,1,1,0.666666666666667,100,900,300,300,1300,500,1800,1100,1500,100,790,0,0,0,0,0,0,0,22
"133",152,1988,"Moderately","Not at all","Extremely","Extremely","Extremely","Moderately","Extremely",0,"Strongly Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree",0,"Graduate degree","Female",4,500,8,1000,5,700,6,800,3,900,10,400,2,700,7,600,1,1500,9,900,"$100,000-$150,000","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat liberal","No","600e32096ae6fc6c8ec4076a","Asian","6050206f3d27b0cc6d1626e1","605012aa337705b7329e7998","{'attCheckEnd': 235632, 'consentEnd': 23115, 'demographicsEnd': 301959, 'introEnd': 35084, 'study0End': 165424, 'studyEnd': 225982}","post",235632,23115,301959,35084,165424,225982,"They looked real, I wouldn't be able to tell the difference if they were created by human or AI. ",3,0,4,4,4,3,4,3,0,0,0,0,0,0,0,0,400,1500,600,700,1000,800,900,700,900,500,800,1,0,3,3,3,3,2.16666666666667,33
"134",153,1997,"Not at all","Not at all","Somewhat","Slightly","Somewhat","Not at all","Moderately",0,"Strongly Disagree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree",0,"Some college","Male",7,300,10,100,3,500,2,700,5,1000,6,2000,9,1100,1,2700,8,3900,4,3300,"$60,000-$79,999","Slightly","Not at all","Not at all","Slightly","Not at all","Not at all","Slightly","Moderate","No","600f2ebeb98c810cb3d765bd","Caucasian","6050550f0549aa03eb7e998a","605012aa337705b7329e7998","{'attCheckEnd': 475394, 'consentEnd': 46224, 'demographicsEnd': 556228, 'introEnd': 149020, 'study0End': 302723, 'studyEnd': 457349}","post",475394,46224,556228,149020,302723,457349,"",0,0,2,1,2,0,3,0.833333333333333,1,0,0,1,0,0,1,0.333333333333333,100,2700,300,1000,3900,2000,1100,700,500,3300,1560,2,1,2,2,1,2,1.66666666666667,24
"135",154,2001,"Somewhat","Slightly","Not at all","Somewhat","Not at all","Moderately","Moderately",0,"Strongly Agree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree",0,"High school or lower","Male",9,700,6,100,5,0,8,6400,3,400,2,1500,1,2900,10,300,4,2700,7,200,"$20,000-$39,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","60146e0f6a788b48bebad28b","Caucasian","605041ef1372f5e99e689eb1","605012aa337705b7329e7998","{'attCheckEnd': 148283, 'consentEnd': 4815, 'demographicsEnd': 197217, 'introEnd': 18194, 'study0End': 50053, 'studyEnd': 144330}","pre",148283,4815,197217,18194,50053,144330,"",2,1,0,2,0,3,3,1.33333333333333,0,0,0,0,0,0,0,0,300,2900,200,0,6400,100,700,1500,400,2700,1520,0,0,1,3,0,0,0.666666666666667,20
